Key	Value
Information|Image|Channel|Wavelength #2	488.00000000000006
Information|Image|Channel|Wavelength #3	561
Information|Image|Channel|Wavelength #4	488.00000000000006
Information|Image|ComponentBitCount	16
Information|Image|I|Interval|Increment	180
Information|Image|I|Interval|Start	270
Information|Image|I|StartPosition	0
Information|Image|Medium	Water
Information|Image|MicroscopeRef|Id	Microscope:0
Information|Image|ObjectiveRef|Id	Objective:0
Information|Image|OriginalScanData	true
Information|Image|PixelType	Gray16
Information|Image|RefractiveIndex	1.333
Information|Image|SizeC	2
Information|Image|SizeT	151
Information|Image|SizeV	16
Information|Image|SizeX	800
Information|Image|SizeY	1920
Information|Image|SizeZ	36
Information|Image|S|Scene|Index	0
Information|Image|S|Scene|Position|X	-673.302
Information|Image|S|Scene|Position|Y	6121.74
Information|Image|S|Scene|Position|Z	392.944
Information|Image|Track|ChannelRef|Id #1	1418059684108391920540701754161938207895
Information|Image|Track|ChannelRef|Id #2	3642104294121722277539878711453067640124
Information|Image|Track|Id	Track:0
Information|Image|T|BinaryList|AttachmentName	TimeStamps
Information|Image|V|AxisOfRotation	0.00000 1.00000 0.00000
Information|Image|V|CenterPosition	-184.40014 4950.51600 -683.62421
Information|Image|V|StartPosition	0
Information|Image|V|View|IncrementZ #01	3
Information|Image|V|View|IncrementZ #02	3
Information|Image|V|View|IncrementZ #03	3
Information|Image|V|View|IncrementZ #04	3
Information|Image|V|View|IncrementZ #05	3
Information|Image|V|View|IncrementZ #06	3
Information|Image|V|View|IncrementZ #07	3
Information|Image|V|View|IncrementZ #08	3
Information|Image|V|View|IncrementZ #09	3
Information|Image|V|View|IncrementZ #10	3
Information|Image|V|View|IncrementZ #11	3
Information|Image|V|View|IncrementZ #12	3
Information|Image|V|View|IncrementZ #13	3
Information|Image|V|View|IncrementZ #14	3
Information|Image|V|View|IncrementZ #15	3
Information|Image|V|View|IncrementZ #16	3
Information|Image|V|View|Offset #01	42.000003360000001
Information|Image|V|View|Offset #02	42.000003360000001
Information|Image|V|View|Offset #03	42.000003360000001
Information|Image|V|View|Offset #04	42.000003360000001
Information|Image|V|View|Offset #05	42.000003360000001
Information|Image|V|View|Offset #06	42.000003360000001
Information|Image|V|View|Offset #07	42.000003360000001
Information|Image|V|View|Offset #08	42.000003360000001
Information|Image|V|View|Offset #09	42.000003360000001
Information|Image|V|View|Offset #10	42.000003360000001
Information|Image|V|View|Offset #11	42.000003360000001
Information|Image|V|View|Offset #12	42.000003360000001
Information|Image|V|View|Offset #13	42.000003360000001
Information|Image|V|View|Offset #14	42.000003360000001
Information|Image|V|View|Offset #15	42.000003360000001
Information|Image|V|View|Offset #16	42.000003360000001
Information|Image|V|View|PositionX #01	673.30199999999968
Information|Image|V|View|PositionX #02	673.29899999999998
Information|Image|V|View|PositionX #03	631.72500000000025
Information|Image|V|View|PositionX #04	631.73999999999978
Information|Image|V|View|PositionX #05	660.47699999999986
Information|Image|V|View|PositionX #06	654.78899999999965
Information|Image|V|View|PositionX #07	661.79899999999986
Information|Image|V|View|PositionX #08	644.76800000000003
Information|Image|V|View|PositionX #09	690.81800000000021
Information|Image|V|View|PositionX #10	690.81800000000021
Information|Image|V|View|PositionX #11	721.80699999999979
Information|Image|V|View|PositionX #12	712.34400000000005
Information|Image|V|View|PositionX #13	705.24999999999989
Information|Image|V|View|PositionX #14	729.14800000000014
Information|Image|V|View|PositionX #15	707.26500000000033
Information|Image|V|View|PositionX #16	721.36799999999948
Information|Image|V|View|PositionY #01	6121.739999999998
Information|Image|V|View|PositionY #02	7342.076
Information|Image|V|View|PositionY #03	7948.2960000000021
Information|Image|V|View|PositionY #04	8556.275999999998
Information|Image|V|View|PositionY #05	9121.7479999999996
Information|Image|V|View|PositionY #06	9663.739999999998
Information|Image|V|View|PositionY #07	10245.860000000001
Information|Image|V|View|PositionY #08	11362.964
Information|Image|V|View|PositionY #09	12567.031999999999
Information|Image|V|View|PositionY #10	13092.053999999998
Information|Image|V|View|PositionY #11	13671.709999999999
Information|Image|V|View|PositionY #12	14277.225999999999
Information|Image|V|View|PositionY #13	14857.275999999998
Information|Image|V|View|PositionY #14	15414.957999999997
Information|Image|V|View|PositionY #15	16473.399999999994
Information|Image|V|View|PositionY #16	17025.085999999999
Information|Image|V|View|PositionZ #01	392.94399999999951
Information|Image|V|View|PositionZ #02	383.02999999999975
Information|Image|V|View|PositionZ #03	379.90200000000004
Information|Image|V|View|PositionZ #04	397.62699999999944
Information|Image|V|View|PositionZ #05	387.19999999999982
Information|Image|V|View|PositionZ #06	392.11200000000008
Information|Image|V|View|PositionZ #07	376.77400000000034
Information|Image|V|View|PositionZ #08	374.68900000000031
Information|Image|V|View|PositionZ #09	388.26299999999992
Information|Image|V|View|PositionZ #10	371.73599999999982
Information|Image|V|View|PositionZ #11	379.90200000000004
Information|Image|V|View|PositionZ #12	370.51800000000003
Information|Image|V|View|PositionZ #13	374.68900000000031
Information|Image|V|View|PositionZ #14	368.43299999999999
Information|Image|V|View|PositionZ #15	362.18199999999979
Information|Image|V|View|PositionZ #16	359.04899999999998
Information|Image|V|View|SizeZ #01	36
Information|Image|V|View|SizeZ #02	36
Information|Image|V|View|SizeZ #03	36
Information|Image|V|View|SizeZ #04	36
Information|Image|V|View|SizeZ #05	36
Information|Image|V|View|SizeZ #06	36
Information|Image|V|View|SizeZ #07	36
Information|Image|V|View|SizeZ #08	36
Information|Image|V|View|SizeZ #09	36
Information|Image|V|View|SizeZ #10	36
Information|Image|V|View|SizeZ #11	36
Information|Image|V|View|SizeZ #12	36
Information|Image|V|View|SizeZ #13	36
Information|Image|V|View|SizeZ #14	36
Information|Image|V|View|SizeZ #15	36
Information|Image|V|View|SizeZ #16	36
Information|Image|V|View|V #01	0
Information|Image|V|View|V #02	1
Information|Image|V|View|V #03	2
Information|Image|V|View|V #04	3
Information|Image|V|View|V #05	4
Information|Image|V|View|V #06	5
Information|Image|V|View|V #07	6
Information|Image|V|View|V #08	7
Information|Image|V|View|V #09	8
Information|Image|V|View|V #10	9
Information|Image|V|View|V #11	10
Information|Image|V|View|V #12	11
Information|Image|V|View|V #13	12
Information|Image|V|View|V #14	13
Information|Image|V|View|V #15	14
Information|Image|V|View|V #16	15
Information|Image|Z|MultiView|View|Interval|Increment #01	3
Information|Image|Z|MultiView|View|Interval|Increment #02	3
Information|Image|Z|MultiView|View|Interval|Increment #03	3
Information|Image|Z|MultiView|View|Interval|Increment #04	3
Information|Image|Z|MultiView|View|Interval|Increment #05	3
Information|Image|Z|MultiView|View|Interval|Increment #06	3
Information|Image|Z|MultiView|View|Interval|Increment #07	3
Information|Image|Z|MultiView|View|Interval|Increment #08	3
Information|Image|Z|MultiView|View|Interval|Increment #09	3
Information|Image|Z|MultiView|View|Interval|Increment #10	3
Information|Image|Z|MultiView|View|Interval|Increment #11	3
Information|Image|Z|MultiView|View|Interval|Increment #12	3
Information|Image|Z|MultiView|View|Interval|Increment #13	3
Information|Image|Z|MultiView|View|Interval|Increment #14	3
Information|Image|Z|MultiView|View|Interval|Increment #15	3
Information|Image|Z|MultiView|View|Interval|Increment #16	3
Information|Image|Z|MultiView|View|Interval|Start #01	392.94399999999951
Information|Image|Z|MultiView|View|Interval|Start #02	383.02999999999975
Information|Image|Z|MultiView|View|Interval|Start #03	379.90200000000004
Information|Image|Z|MultiView|View|Interval|Start #04	397.62699999999944
Information|Image|Z|MultiView|View|Interval|Start #05	387.19999999999982
Information|Image|Z|MultiView|View|Interval|Start #06	392.11200000000008
Information|Image|Z|MultiView|View|Interval|Start #07	376.77400000000034
Information|Image|Z|MultiView|View|Interval|Start #08	374.68900000000031
Information|Image|Z|MultiView|View|Interval|Start #09	388.26299999999992
Information|Image|Z|MultiView|View|Interval|Start #10	371.73599999999982
Information|Image|Z|MultiView|View|Interval|Start #11	379.90200000000004
Information|Image|Z|MultiView|View|Interval|Start #12	370.51800000000003
Information|Image|Z|MultiView|View|Interval|Start #13	374.68900000000031
Information|Image|Z|MultiView|View|Interval|Start #14	368.43299999999999
Information|Image|Z|MultiView|View|Interval|Start #15	362.18199999999979
Information|Image|Z|MultiView|View|Interval|Start #16	359.04899999999998
Information|Image|Z|MultiView|View|V #01	0
Information|Image|Z|MultiView|View|V #02	1
Information|Image|Z|MultiView|View|V #03	2
Information|Image|Z|MultiView|View|V #04	3
Information|Image|Z|MultiView|View|V #05	4
Information|Image|Z|MultiView|View|V #06	5
Information|Image|Z|MultiView|View|V #07	6
Information|Image|Z|MultiView|View|V #08	7
Information|Image|Z|MultiView|View|V #09	8
Information|Image|Z|MultiView|View|V #10	9
Information|Image|Z|MultiView|View|V #11	10
Information|Image|Z|MultiView|View|V #12	11
Information|Image|Z|MultiView|View|V #13	12
Information|Image|Z|MultiView|View|V #14	13
Information|Image|Z|MultiView|View|V #15	14
Information|Image|Z|MultiView|View|V #16	15
Information|Image|Z|StartPosition	0
Information|Instrument|Detector|AmplificationGain #1	0
Information|Instrument|Detector|AmplificationGain #2	0
Information|Instrument|Detector|Gain #1	1
Information|Instrument|Detector|Gain #2	1
Information|Instrument|Detector|Id #1	Detector:0:0
Information|Instrument|Detector|Id #2	Detector:0:1
Information|Instrument|Detector|Manufacturer|Model #1	Edge
Information|Instrument|Detector|Manufacturer|Model #2	Edge
Information|Instrument|Detector|Type #1	Camera
Information|Instrument|Detector|Type #2	Camera
Information|Instrument|Detector|Zoom #1	0.80000000000000004
Information|Instrument|Detector|Zoom #2	0.80000000000000004
Information|Instrument|FilterSet|EmissionFilterRef|Id #1	Filter:0:0:0
Information|Instrument|FilterSet|EmissionFilterRef|Id #2	Filter:0:1:0
Information|Instrument|FilterSet|Id #1	FilterSet:0:0:0
Information|Instrument|FilterSet|Id #2	FilterSet:0:1:0
Information|Instrument|Filter|Id #1	Filter:0:0:0
Information|Instrument|Filter|Id #2	Filter:0:1:0
Information|Instrument|Filter|Name #1	SP 550
Information|Instrument|Filter|Name #2	LP 585
Information|Instrument|Id	Instrument:0
Information|Instrument|Microscope|Id	Microscope:0
Information|Instrument|Microscope|System	AxioCam1, AxioObserver SPIM
Information|Instrument|Objective|Id	Objective:0
Information|Instrument|Objective|Immersion	Water
Information|Instrument|Objective|LensNA	1
Information|Instrument|Objective|Manufacturer|Model	W Plan-Apochromat 20x/1.0 UV-VIS_4909000081
Information|Instrument|Objective|NominalMagnification	20
Information|User|DisplayName	LMF user
Location	/home/nelas/Dropbox/Projects/Cephalic_furrow/5-Imaging/btd-gap/btd-gap_z3_t55s.czi
LsmTag #01	0
LsmTag #02	5
LsmTag #03	0.05230000000000002
LsmTag #04	0.056500000000000022
LsmTag #05	0.023057000000000008
LsmTag #06	3.2628798957316953
LsmTag #07	false
LsmTag #08	25
LsmTag #09	37
LsmTag #10	0.030100000000000012
LsmTag #11	-0.0056000000000000025
LsmTag #12	0.033400000000000013
LsmTag #13	0.17640000000000006
LsmTag #14	true
LsmTag #15	0.16880000000000006
LsmTag #16	false
LsmTag #17	0.021500000000000009
LsmTag #18	0.029800000000000011
LsmTag #19	0
LsmTag|Name #01	CarlZeissAim.LightSheetOffsetZRight.405
LsmTag|Name #02	CarlZeissAim.IncubatorState.Actual_CO2_Module
LsmTag|Name #03	CarlZeissAim.LightSheetOffsetZRight.561
LsmTag|Name #04	CarlZeissAim.LightSheetOffsetZRight.488
LsmTag|Name #05	CarlZeissAim.LightSheetOffsetZLeft.445
LsmTag|Name #06	LightSheetThickness
LsmTag|Name #07	CarlZeissAim.IncubatorState.Switch_CO2_Module
LsmTag|Name #08	CarlZeissAim.IncubatorState.Actual_TempChannel1
LsmTag|Name #09	CarlZeissAim.IncubatorState.Actual_TempChannel4
LsmTag|Name #10	CarlZeissAim.LightSheetOffsetZRight.514
LsmTag|Name #11	CarlZeissAim.LightSheetOffsetZLeft.638
LsmTag|Name #12	CarlZeissAim.LightSheetOffsetZRight.445
LsmTag|Name #13	CarlZeissAim.LightSheetOffsetZLeft.405
LsmTag|Name #14	CarlZeissAim.IncubatorState.Switch_TempChannel1
LsmTag|Name #15	CarlZeissAim.LightSheetOffsetZLeft.561
LsmTag|Name #16	CarlZeissAim.IncubatorState.Switch_TempChannel4
LsmTag|Name #17	CarlZeissAim.LightSheetOffsetZLeft.488
LsmTag|Name #18	CarlZeissAim.LightSheetOffsetZRight.638
LsmTag|Name #19	CarlZeissAim.LightSheetOffsetZLeft.514
LsmTag|Type #01	double
LsmTag|Type #02	double
LsmTag|Type #03	double
LsmTag|Type #04	double
LsmTag|Type #05	double
LsmTag|Type #06	double
LsmTag|Type #07	boolean
LsmTag|Type #08	double
LsmTag|Type #09	double
LsmTag|Type #10	double
LsmTag|Type #11	double
LsmTag|Type #12	double
LsmTag|Type #13	double
LsmTag|Type #14	boolean
LsmTag|Type #15	double
LsmTag|Type #16	boolean
LsmTag|Type #17	double
LsmTag|Type #18	double
LsmTag|Type #19	double
Positions|Series 01| #01	0
Positions|Series 01| #02	0
Positions|Series 01| #03	0
Positions|Series 01| #04	0
Positions|Series 01| #05	0
Positions|Series 01| #06	0
Positions|Series 01| #07	0
Positions|Series 01| #08	0
Positions|Series 01| #09	0
Positions|Series 01| #10	0
Positions|Series 01| #11	0
Positions|Series 01| #12	0
Positions|Series 01| #13	0
Positions|Series 01| #14	0
Positions|Series 01| #15	0
Positions|Series 01| #16	0
Positions|Series 01| #17	0
Positions|Series 01| #18	0
Positions|Series 01| #19	0
Positions|Series 01| #20	0
Positions|Series 01| #21	0
Positions|Series 01| #22	0
Positions|Series 01| #23	0
Positions|Series 01| #24	0
Positions|Series 01| #25	0
Positions|Series 01| #26	0
Positions|Series 01| #27	0
Positions|Series 01| #28	0
Positions|Series 01| #29	0
Positions|Series 01| #30	0
Positions|Series 01| #31	0
Positions|Series 01| #32	0
Positions|Series 01| #33	0
Positions|Series 01| #34	0
Positions|Series 01| #35	0
Positions|Series 01| #36	0
Positions|Series 01| #37	0
Positions|Series 01| #38	0
Positions|Series 01| #39	0
Positions|Series 01| #40	0
Positions|Series 01| #41	0
Positions|Series 01| #42	0
Positions|Series 01| #43	0
Positions|Series 01| #44	0
Positions|Series 01| #45	0
Positions|Series 01| #46	0
Positions|Series 01| #47	0
Positions|Series 01| #48	0
Positions|Series 01| #49	0
Positions|Series 01| #50	0
Positions|Series 01| #51	0
Positions|Series 01| #52	0
Positions|Series 01| #53	0
Positions|Series 01| #54	0
Positions|Series 01| #55	0
Positions|Series 01| #56	0
Positions|Series 01| #57	0
Positions|Series 01| #58	0
Positions|Series 01| #59	0
Positions|Series 01| #60	0
Positions|Series 01| #61	0
Positions|Series 01| #62	0
Positions|Series 01| #63	0
Positions|Series 01| #64	0
Positions|Series 01| #65	0
Positions|Series 01| #66	0
Positions|Series 01| #67	0
Positions|Series 01| #68	0
Positions|Series 01| #69	0
Positions|Series 01| #70	0
Positions|Series 01| #71	0
Positions|Series 01| #72	0
Scaling|Distance|Id #1	X
Scaling|Distance|Id #2	Y
Scaling|Distance|Id #3	Z
Scaling|Distance|Value #1	2.8536950075314258e-007
Scaling|Distance|Value #2	2.8536950075314258e-007
Scaling|Distance|Value #3	3.0000000000000001e-006
Version	1.0
